instance_id,premise,hypothesis,true_label,pred_label,correct,raw_response,is_parse_fail,model,dataset,flag_romanization,flag_codeswitching,flag_negation,taxonomy_tier,annotator_note,annotator_id
MNLI-Nepali_test_5207,"तपाईंको करमा, हो, त्यो वास्तवमा त्यस्तै हो, अँ, के तपाईंले कहिल्यै आफ्नो घरको स्वामित्व लिनुभएको छ?",के तपाईंले कहिल्यै चन्द्रमामा बस्नुभएको छ?,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7676,"मलाई छिटो गर भन्यो, र हतार गर।",आफ्नो समय लिनुहोस्।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4401,"हो, म न्यू मेक्सिकोको रोजवेलमा हुर्किएँ।",म आफ्नो जीवनभर टेक्सासमा बसेको छु।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6829,रेगी रोबी उनी कसको लागि खेल्छन्?,ब्रेट फेभ्रे कसको लागि खेल्छन्?,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5230,"म अलिकति गधा छु, तपाईंलाई थाहा छ।",मेरो शरीरमा एक टुक्रा पनि गधाको हड्डी छैन।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_5866,यी अध्ययनहरू प्रयोगात्मक अध्ययन थिए जसको उद्देश्य रोगका अन्त्यबिन्दुहरूको लागि मानहरू प्राप्त गर्न नयाँ पद्धतिहरू जाँच्नु थियो।,"अध्ययनहरूले स्वीकृत, मानकीकृत विधिहरू पालना गरे।",2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_118,"हम्म, हो, यो अहिले अविश्वसनीय छ।",यो पहिलेको भन्दा धेरै राम्रो भएको छ।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4277,म तपाईंलाई नौ तीस बजेतिर कारमा फोन गर्नेछु।,तपाईंले मबाट आठ बजे फोनको अपेक्षा गर्न सक्नुहुन्छ।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3888,"टिफेरेट इजरायल सिनागोग, जसलाई निसान बेक पनि भनिन्छ, लगभग एक शताब्दीअघि मिसगाभ लाडाख र चायेई ओलाम सडकहरू नजिकैको एउटा ठाउँमा समर्पित गरिएको थियो।","टिफेरेट इजरायल सिनागोगलाई निसान बेक, नजिकैको कार्यालय भवनसँग भ्रमित गर्नुहुँदैन।",2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_8589,रोमनहरू,इट्रस्कानहरू।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_8395,"टिभीमा खेल हेर्नु स्टेडियममा भीडसँग लड्नु भन्दा राम्रो हो, तर म बस्दिनँ, म ठूला खेलहरू, सुपर बाउल र च्याम्पियनसिपका लागि बस्छु।",म कुनै पनि खेलकुद हेर्दिनँ।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4648,उत्कृष्ट कपाल भएका सेक्सी केटीहरूले आफ्नो घाँटी वरिपरि केही गज सादा ऊनलाई फ्याँक्नेछन्।,"ती केटीहरू औसत देखिने मात्र थिए, तर उनीहरूले भारी अलंकृत स्कार्फ र कोट लगाएका थिए।",2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_9613,उनीहरूसामु उभिएको मानिस फरक थियो।,उनीहरूसामु उभिएको मानिस ठ्याक्कै उही थियो।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_484,उनीहरूले एकअर्कालाई च्यातेर मर्ने र मरेकाहरूलाई खाए।,उनीहरू शाकाहारी थिए।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_2676,"बुशको विश्व मामिला क्विजको उत्तरहरूको आलोचना गरेर, गोर बुशको कमजोरी बढाउन र बुशको तर्कलाई बदनाम गर्न खोज्दैछन्।",गोरले विश्व मामिला क्विजपछि बुशलाई राम्रो देखाउने प्रयास गरे।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7261,तपाईं अति क्रोधित हुनुहुन्थ्यो।,तपाईं शान्त र स्थिर देखिनुभयो।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7520,ओशाले सानो व्यवसाय प्रशासनलाई प्रमाणित गरेको छ कि अन्तिम नियमले ठूलो संख्यामा साना संस्थाहरूमा महत्त्वपूर्ण प्रभाव पार्ने छैन।,"एसबिएसले चिन्ता गर्नुपर्छ, यो नियमले उनीहरूलाई बर्बाद गर्नेछ।",2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_4332,"वर्षको धेरैजसो रातको तापक्रम चिसोभन्दा तल झर्छ, जबकि वार्षिक औसत तापक्रम १०°सेल्सियस (५०°फारेनहाइट) भन्दा कम हुन्छ।",वार्षिक औसत तापक्रम ९० डिग्री फारेनहाइटको तातो तापक्रम हो।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_3873,जोनले मानिसको आँखामा केही अपरिचित कुरा देखे।,मानिसको आँखामा जोनका लागि परिचित झलक थियो।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_8495,हामीमाथि एउटा ठूलो बस आइरहेको छ।,ठूलो बस हामीबाट टाढा गइरहेको हुनाले कुनै चिन्ता छैन।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_447,"र, यदि छनोट हामी प्रत्येकमा निर्भर भए पनि, यो यस्तो समुदायमा गरिने छनोट हुनेछ जसले कालो चिन्तकले के गर्न सक्छ भन्नेमा अझै पनि कडा प्रतिबन्धहरू लगाउँछ।",समुदायमा कुनै जातीय नियमहरू छैनन्।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_9892,"‘त्यति नै हो,’ टपेन्सले भनिन्।","एरिकले भने, “यो यति नै हो।”",2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_4144,फ्लाइट्रापको एक मात्र चाँदी - गोपनीयताको क्षय बारे नयाँ चिन्ता।,गोपनीयता महत्त्वपूर्ण छ र त्यसैले यसलाई बलियो बनाइँदैछ।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_7739,"(एनस्टन, जे होस्, यस महिना अत्यधिक उत्साही हरिणले उनको पछाडि टोकेपछि उनी पनि अनौठो पछाडिको दुर्घटनाको शिकार भइन् भनी इन्क्वायररले भन्छ, त्यसैले टिप्पणीहरू तुलना गर्न चाहन्छिन्।)",इन्क्वायररका अनुसार एनस्टनलाई यस महिना कुनै दुर्घटना भएन।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_6491,प्रभाव हेर्न एउटा सलाईको काँटी बाल्नुहोस्।,सलाईको काँटी बाल्दा केही पनि देखिँदैन।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_10101,वुल्फले स्पष्टता र क्रूरतालाई सत्य बताउनेसँग भ्रमित गर्ने मानवीय प्रवृत्तिलाई शोषण गर्छ।,वुल्फले क्रूरतापूर्वक सत्य बताउने र सामान्य इमानदारी बीचको पातलो रेखालाई पूर्ण रूपमा बेवास्ता गर्छ।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_8773,कुनै चिन्ता नगर्नुहोस्।,तपाईंले धेरै चिन्ता गर्नुपर्छ।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_5891,"हो, ठिक छ र अ... यो साँच्चै एक उत्कृष्ट फिल्म थियो, अभिनय अभूतपूर्व थियो।",उत्कृष्ट अभिनय एक अन्यथा सामान्य फिल्मको लागि मात्र एउटा राम्रो कुरा थियो।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_5039,"मैले पहिला आईका एजेन्टलाई गोली हानेँ, टोपी लगाएको मान्छेलाई।","मैले उसलाई गोली हान्ने विचार गरेँ, तर त्यसको सट्टा भागेँ।",2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_2410,"“म माफी माग्छु,” डाक्टरले भने।",डाक्टरले आफूसँग माफी माग्न केही छैन भने।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,True,,,
MNLI-Nepali_test_7750,यहाँ मूल्यहरू उचित छन्।,यो सबैभन्दा महँगो मध्ये एक हो।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_1755,"हो, राम्रो लाग्यो, से स्टेडियम पुग्न मलाई ७ घण्टा लाग्नेछ।",त्यो मानिस भन्छ कि उसले से स्टेडियममा टेलिपोर्ट गर्न सक्छ।,2,1,0,neutral,False,llama-3.1-8b,mnli,False,False,False,,,
MNLI-Nepali_test_263,यहीँ हो जहाँ १७९७ मा हजार वर्ष पुरानो रिपब्लिका सेरेना नेपोलियनको हातबाट पतन भयो।,नेपोलियन यहाँ १७९७ मा पराजित भए।,2,0,0,entailment,False,llama-3.1-8b,mnli,False,False,False,,,
