instance_id,premise,hypothesis,label,true_label,pred_label,correct,model,dataset,flag_romanization,flag_codeswitching,flag_negation,taxonomy_tier,annotator_note,annotator_id
MNLI-Nepali_test_8533,आवासका सुन्दर स्तम्भयुक्त भ्यारान्डामा ध्यान दिनुहोस्।,ती घरहरूको स्टाइलिश स्तम्भयुक्त भ्यारान्डाहरू हेर्नुहोस्।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5830,"जोन क्याभेन्डिशले त्यो इच्छा नष्ट गरेनन्।"" पोइरोट एक सच्चा अगमवक्ता थिए।",पोइरोटले केही कुरा सही भविष्यवाणी गरे।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_1751,"र एउटा पत्रिका, यदि मसँग समय छ भने।",यदि मसँग समय छ भने म पत्रिका किन्नेछु।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5870,यो लगभग ३५५ ईसा पूर्वमा राजाको आदेशमा सुरु भएको थियो (मोजोलियम शब्द उनको नामबाट आएको हो) र कम्तिमा १२औँ शताब्दीसम्म खडा रह्यो।,यो राजाको आदेशमा ३०० ईसा पूर्वको मध्यमा सुरु भयो।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_7637,उनी भीडमध्ये एक थिए।,उनी अन्य धेरै मानिसहरूको भीडसँग मिसिएका थिए।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_3395,आजको बचतले अवसर र दायित्व दुवैको प्रतिनिधित्व गर्दछ।,अवसर र दायित्व दुवै आजको अधिशेषले प्रतिनिधित्व गर्दछ।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_924,"क्रेमलिनमा खतरनाक खेलहरू शीर्षक अन्तर्गत, ले मोन्डेको बिहीबारको सम्पादकीयले बोरिस येल्त्सिनको टिकाऊपनमाथि प्रश्न उठाएको थियो।",ले मोन्डेलाई येल्त्सिन टिक्छन् कि टिक्दैनन् भन्ने थाहा थिएन।,0,0,1,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_307,"होइन, होइन, र मलाई थाहा छैन, यी केही पागलपनका बहानाहरूमा पनि त्यही कुरा लागू हुन्छ, तपाईंलाई थाहा छ, यदि तपाईं पर्याप्त पागल हुनुहुन्छ भने तपाईं जान सक्नुहुन्छ।",यदि तपाईं पर्याप्त पागल हुनुहुन्छ भने तपाईं छुट पाउन सक्नुहुन्छ।,0,0,1,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_2681,"दिनभरि, यो लामो, ठूलो आँखा भएको अनौठो मानिसले आफ्नो ग्रान्ड पियानोमा स्क्रिआबिन बजाउँछ जबकि शन्दुराईले धुलो पुछ्छे, भ्याकुम गर्छे, सिलाई गर्छे, इस्त्री गर्छे र लुगा धुन्छे।",शन्दुराईले धेरै फरक घरका कामहरू गर्न सक्छिन्।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_7911,: एड्रिनको दोस्रो पाठ,एड्रिनले दोस्रो पाठ सिक्छन्।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_10163,"उहाँ अनुभवी हुनुहुन्छ, होइन र?","मलाई लाग्छ उहाँ अनुभवी हुनुहुन्छ, के म सही छु?",0,0,1,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_6958,(डेभ डफिल्डको परिवारमा धेरै धर्मपुत्र छोराछोरीहरू छन्।),डेभ डफिल्डको परिवारमा धेरै गैर-जैविक बच्चाहरू छन्।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_1732,पच्चीस तीन वर्षका।,तीन वर्षकालाई पच्चीसले गुणन गर्दा।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5903,"राज्यपाल, सम्राटको आधिकारिक आवाज, प्रत्येक पेरिसमा एक प्रतिनिधि (वा कस्टोस) नियुक्त गरे।",प्रत्येक क्षेत्रमा कोही न कोही जिम्मेवार थिए।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4658,अतिरिक्त विकल्पहरू घर र अपार्टमेन्ट भाडामा लिनु र क्याम्पिङ वा कारभ्यानिङ हुन्।,"अपार्टमेन्ट वा घर भाडामा लिनु, क्याम्पिङ, र कारभ्यानिङ सबै सम्भाव्य विकल्पहरू हुन्।",0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_791,"प्लेस सेन्ट-जानबाट पहाडको टुप्पोमा फ्युनिक्युलर रेलमार्गमार्फत जानुहोस् र केमिन डु रोजेर तल हिंड्नुहोस्, जसले तलको शहरको शानदार दृश्यहरू प्रदान गर्दछ।","यात्रामा केही साधारण चरणहरू समावेश छन्, जसमा रेलमार्ग र पहाडबाट तल हिँडाइ समावेश छ।",0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_1531,"टेक्सास, उत्तरी क्यारोलिना, र आर्कन्सास चयन गर्नु उचित खराब-केस विकल्प हुनेछ।","यदि कसैले टेक्सास सहित ती राज्यहरू छान्छ भने, यो उचित खराब-केस विकल्प हुनेछ।",0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4395,"उत्सुक हिँड्नेहरूले यस टापुको टुप्पोको आनन्द लिन्छन्, तर धेरैका लागि यो आरामका लागि अलि बढी स्फूर्तिदायक हुन्छ।",धेरै मानिसहरूलाई टापुको टुप्पो शारीरिक रूपमा धेरै थकाउने लाग्छ जसले गर्दा आरामदायक महसुस हुँदैन।,0,0,1,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_8489,"वास्तवमा, टुटमोसिस द्वितीयले उनको मृत्यु पछि अन्ततः फारो बन्दा लक्सर र कर्नाकमा उनका सबै निशानहरू हटाउने प्रयास गरे, तर यसले मन्दिरको आफैंको भव्य वास्तुकलाको उपलब्धिलाई बिगार्दैन।",टुटमोसिस द्वितीयले मन्दिरलाई पूर्ण रूपमा नष्ट गरेनन्।,0,0,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_7457,"घोडाले तान्ने गाडीहरू कर्निचमा कर्नाकको यात्रा, वा तपाईंको होटलमा फर्कने सवारी प्रस्ताव गर्दछन्।",कर्नाकमा घोडाले तान्ने गाडीहरू लोकप्रिय छन्।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_7929,"तर त्यसबेलासम्म, देश विश्व व्यापार संगठनमा सामेल भइसकेको थियो, र युरोपेली संघले पोल्याण्ड (चेक गणतन्त्र, हंगेरी, स्लोभाकिया र स्लोभेनियासँगै) लाई युरोपेली संघमा प्रवेश गराउन वार्ता सुरु गर्न सहमत भएको थियो।",युरोपेली संघले थप पाँच देशहरूलाई स्वीकार गर्न सहमत भयो।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5578,"यसको विपरीत, सुन्नी-प्रधान पाकिस्तान र साउदी अरेबियामा यो मामला नहुन सक्छ।",सुन्नीहरूले पाकिस्तानमा प्रभुत्व जमाउँछन्।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_9832,"रानीको शयनकक्षमा, १९ शाही बच्चाहरूको जन्म भयो, ती मध्ये धेरै 'जस्तो कि चलन थियो' जनताका सदस्यहरूले हेरिरहेका थिए।",त्यहाँ १५ भन्दा बढी बच्चाहरूको जन्म भएको थियो।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4294,"डाउ जोन्स औद्योगिक औसत ७,००० नाघ्यो। वित्तीय पत्रकारहरूले, आशावादीहरू सही साबित भएको घोषणा गर्दै, वाल स्ट्रीटमा यति आशावादी कोही पनि नभेटेर झन्झन् समस्या भोगिरहेका छन्।","डाउ जोन्स औद्योगिक औसत ७,००० नाघ्यो।",0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5477,"होइन, यो यो अझ बढी अहँ यो वास्तवमा एउटा वस्तुको खरिद हो।",म यसलाई पछि बेच्नको लागि मात्र किन्दै छु।,0,0,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_6982,२) महिलाहरूको आम्दानी र उनीहरूको उत्पादकत्वबीचको खाडल।,महिलाहरूको तलब उनीहरूले पूरा गरेको कामको सम्बन्धमा।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_561,मैले उनलाई सधैं मेरो विवाहमा उपस्थित हुनेछु भनेर वाचा गरेको थिएँ।,म उनीसँग विवाह गर्दैछुइनँ।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_7560,"उसले तल हेर्यो, आफ्नो फोक्सोको हेराइमा त्यो माथि उठिरहेको देख्दै।","उसले त्यसलाई स्थिर रूपमा हेर्यो, त्यो आफ्नो सास फेर्ने क्रमसँगै कसरी माथि उठिरहेको छ भन्ने हेर्दै।",0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_3855,"ट्रोजन युद्धको सही मितिको बारेमा धेरै शैक्षिक बहस छ, यदि यो कहिल्यै भएको थियो भने।",ट्रोजन युद्ध कहिले भएको थियो भन्ने बारेमा शिक्षाविद्हरू पूर्ण रूपमा निश्चित छैनन्।,0,0,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_7288,अर्थहीन मुद्दाहरूलाई निरुत्साहित गरेर बीमा दरहरू घटाउनु एक पूर्णतया राम्रो विचार हो।,अर्थहीन मुद्दाहरूले उच्च बीमा दरहरू निम्त्याउन सक्छ।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_6725,"हङकङ प्रारम्भिक दिनहरूमा सापेक्षिक रूपमा पिछडिएको भए पनि, नजिकैको ग्वांगझाउ (क्यान्टन) भारत र मध्य पूर्वसँग सम्बन्धहरू भएको एउटा ठूलो व्यापारिक शहरको रूपमा विकसित भइरहेको थियो।",ग्वांगझाउ एशियाको नजिक वा भित्र एक बलियो व्यापारिक बन्दरगाह थियो।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_9263,त्यसपछि यसले मलाई भित्रैदेखि थकित बनायो र अहिले यसले मलाई के गर्ला भन्ने सोच्न पनि घृणा लाग्छ।,"यसले मलाई त्यतिबेला थकित बनाउँथ्यो, त्यसैले अहिले यसले मलाई के गर्ला भन्ने सोच्न पनि चाहन्नँ।",0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5644,"वास्तवमा, मैले भन्न जारी राखेँ, ""इन्गलथोर्प विरुद्ध उनको असाधारण आवेगले नै मलाई उनमाथि शंका गर्न सुरु गर्यो।",यो महिलाको संस्था विरुद्धको अलौकिक जुनून हो जसले मेरो शंका बढाएको छ।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5699,डाटा विश्वसनीयता मूल्याङ्कनको अन्तिम लक्ष्य भनेको डाटा अनुसन्धान प्रश्नको जवाफ दिन प्रयोग गर्न सकिन्छ कि छैन भनेर निर्धारण गर्नु हो।,डाटा विश्वसनीयता मूल्याङ्कनको अन्तिम लक्ष्य छ जुन प्रयास गर्नुपर्छ।,0,0,1,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_10120,जोर्ग (ग्यारी ओल्डम्यान) ले फायरपावर प्रदर्शन गर्दछ (४५ सेकेन्ड) :,जोर्गले फायरपावरको सम्भावित मात्रा प्रदर्शन गर्दछ।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_7153,"अन्ततः उनको शरीर किनारमा बगेर आयो, र कुनै पनि शंका बिना पहिचान गरियो।",एउटा मान्छेको शव किनारमा बगेर आयो।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_9376,"जति बढी शिक्षित एजेन्सीका कर्मचारीहरू, ठेकेदारहरू, र लाभार्थीहरू उनीहरूबाट के अपेक्षा गरिएको छ र ती अपेक्षाहरू पूरा नगरेका परिणामहरू बारे जानकारी दिइन्छ, त्यति नै भुक्तानी प्रक्रियामा ठगी र त्रुटिहरू कम हुने सम्भावना बढी हुन्छ।",राम्ररी शिक्षित संगठनहरू बलिया हुन्छन्।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_326,"स्ट्रङहोल्डमा गार्डको नजिक अपाचेहरू छलेर पुगेका सबै कथाहरू.... किन, गत वर्ष मात्र युवा रिभास केटाको घरको छेउमा घाँटी रेटिएको थियो!",रिभास केटाको एक वर्ष अघि हत्या भयो।,0,0,1,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_310,उहाँ अनावश्यक रूपमा कठोर हुनुहुन्थ्यो।,उहाँ धेरै आक्रामक हुनुहुन्थ्यो।,0,0,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_2588,"उनीहरूले एलिसनलाई कालो लोककथालाई कालो कथाको स्रोतका रूपमा अन्वेषण गरेको देखाउँछन्, उदाहरणका लागि, उडानलाई भाग्ने रूपकको रूपमा प्रयोग गर्दै - दासहरूमाझ एउटा सामान्य उक्ति जसले आफूलाई अफ्रिकामा उडेर फर्किन सक्ने कल्पना गर्थे।",एलिसनलाई लाग्छ कि कालो कथामा भएका उक्तिहरू अफ्रिकाको अवस्थासँग सम्बन्धित छन्।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_8050,"नापोली र सिसिलीमा शताब्दीयौंदेखि सामन्ती शासनले यो विभाजनलाई कायम राख्यो, जबकि उत्तरमा अर्थतन्त्र र सरकारको अधिक प्रगतिशील रूपहरू विकसित भए।",नापोली र सिसिलीले दशकौंसम्म मुख्य भूमिमा शासन गरे।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_8197,उनीहरूलाई त्यहाँ बसेर ब्याज दर हेर्न र यो केवल सोह्र प्रतिशत छ र यो बाइस प्रतिशत छ भन्न आउँदैन।,उनीहरूलाई डेस्कमा बसेर ब्याज दर हेर्न आउँदैन।,1,1,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_9725,शीर्षकहरूको यो बढ्दो संख्याले प्रकाशन गृहहरूलाई पुस्तकहरू सम्पादन र बजारमा ल्याउन कम समय र ध्यान दिन्छ।,पुस्तकहरू लामो हुँदैछन् र धेरै शब्दहरू छन्।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_955,उनले हंगरफोर्डको अवलोकनमा सहमति जनाइन् कि हस्तक्षेपका प्रभावहरू निश्चित समय पछि हराउँदै जान्छन्।,हस्तक्षेप बिर्सिएको छ।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4426,"हो, तर यो सामाजिक सुरक्षामा निर्भर पर्दैन, तर यो त्यही हो जुन म भनिरहेको छु कि उनीहरूले केहि अरू गर्न आवश्यक छ।",सामाजिक सुरक्षामा कुनै सुरक्षा छैन।,1,1,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_1820,ट्रेडर विककोले आकर्षक पोलिनेसियन-थीम्ड रेस्टुरेन्टहरू खोल्यो; आर्थर गडफ्रेले युकुलेलेलाई टेलिभिजनमा ल्याए; बर्ट ल्यान्कास्टर र डेब्रा केर ओहुको भिजेको बालुवामा लोटिए; र जेट एयर सेवाले लाखौंमा छुट्टी मनाउनेहरूलाई ल्यायो।,ट्रेडर विकले स्थानीयहरूलाई अपमानित गर्ने रेस्टुरेन्टहरू खोले।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_9536,ध्यान दिनुहोस् कि रेल र बस सेवाका लागि पारिवारिक टिकटहरू उपलब्ध छन् र १६ वर्षभन्दा कम उमेरका बालबालिकाले बस र डार्टमा आधा भाडामा यात्रा गर्छन्।,बसको भाडा वयस्कका लागि $१० र बच्चाहरूका लागि $५ छ।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_3614,यो किनभने उनीहरूले यति तीव्र रूपमा र पूर्ण प्रतिबद्धताका साथ अध्ययन गर्दैनन् जुन मानिसहरूले (वा जसका आमाबाबुले) बुझ्छन् कि उत्कृष्ट विद्यालय प्रदर्शन अमेरिकामा ठूलो अवसरको लागि उनीहरूको एक मात्र मौका हो।,अमेरिकामा सफलता विद्यालयमा राम्रो प्रदर्शनमा निर्भर गर्दछ।,1,1,0,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_5469,"१३ औं शताब्दी जति पुरानो समयदेखि, जब पेरिसको पहिलो विश्वविद्यालय नोट्रे-डामको क्लोइस्टरबाट लेफ्ट बैंकमा सरे, युवाहरू ल्याटिन सिक्न क्वार्टियरमा आए।",१३ औं शताब्दीमा युवाहरूलाई ल्याटिन सिक्न बाध्य पारिएको थियो।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_1060,मलाई लाग्छ कि नर्थ डल्लासमा धेरै घरहरू भएका मानिसहरू धेरै भौतिकवादी हुन्छन्।,नर्थ डल्लासका मानिसहरूलाई भौतिक वस्तुहरू बाहेक अरू कुनै कुराको मतलब छैन।,1,1,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_347,"यात्रा पछि यसलाई फिर्ता गर्न नबिर्सनुहोस्, तिनीहरू गनिनेछन्, डेनिस, वा सायद डेनिस, उनलाई चेतावनी दिए।",यात्रा पछि सबै पैसा गनिनेछ।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_912,लगभग पचास फिटभन्दा लामो र धेरै भारी छ।,क्वीन मेरी पचास फिटभन्दा लामो र धेरै भारी छ।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_3179,यो चर्च १४औं शताब्दीको हो।,यो चर्च गोथिक शैलीमा बनाइएको थियो।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5168,"सीरम अल्कोहल स्तर, विष विज्ञान स्क्रिन, र श्वास अल्कोहल विश्लेषकको प्रयोग।",प्रविधिले अल्कोहलको स्तर जाँच गर्न प्रयोग गर्छ।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_2121,"यहाँ तपाईंले पुराना लुगा, गहना, भाँडाकुँडा, घडी, पुतली, सजावटका सामान, पुराना सिक्का र एक प्राच्य बजारका सबै सानातिना वस्तुहरूका थुप्राहरूमा डुब्न सक्नुहुन्छ।",यहाँ पुराना उपकरण र कपडाहरू किन्न सकिन्छ।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4154,वृद्ध मानिसलाई तीन हप्तासम्म ओछ्यानमा सुताउने र खोकी लाग्ने चिसोका कारण उनको मृत्यु भएको थियो।,वृद्ध मानिस रातारात पीडाविहीन रूपमा बित्यो।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5167,"आधुनिक र कुशल, कर्नाटकको राजधानी प्रायद्वीपको पश्चिमी भागमा पुग्नको लागि सुविधाजनक प्रवेशद्वार हो।",कर्नाटकको राजधानीले आफ्नो नाम कहिल्यै परिवर्तन गरेको छैन।,1,1,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_2574,विवाहेतर सम्बन्धहरू,दुई विवाहेतर सम्बन्धहरू।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_3473,"त्यसैगरी, लेखा परीक्षकले सिफारिस गर्नुपर्छ कि एजेन्सीले उपयुक्त कारबाही गरोस् जहाँ वरिष्ठ व्यवस्थापनको संलग्नता अपर्याप्त देखिन्छ, वा जहाँ परियोजना संगठन अस्थिर छ र उच्च टर्नओभरको अधीनमा छ।",लेखा परीक्षकले एजेन्सीलाई यो सबै बकवासबाट विश्राम लिन सिफारिस गर्नुपर्छ।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_2309,"अँ, तपाईंलाई थाहा छ तिनीहरूले एक गैलन पिउँछन्।",उनीहरू धेरै पिउँछन्।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_8631,"मलाई अचम्म लाग्यो, मतलब, उनी जित्ने कुरामा यति निश्चित हुनुपर्छ कि यसले कुनै फरक पारेन।",बुश जित्ने कुरामा यति विश्वस्त भएकोमा मलाई अचम्म लाग्यो।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_7076,बाइजान्टिनहरूले गोल्डेन हर्नलाई शत्रु जहाजहरूबाट बचाउन यसको मुखमा ठूलो चेन फैलाएर प्रयास गरे।,कुनै पनि शत्रु जहाज गोल्डेन हर्न पार गर्न सकेनन्।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4254,धेरैले लियोनार्डो दा भिन्चीको तुलनालाई नटको झोलासँग दोहोर्याउँछन्।,पिकासो आफैंले दा भिन्चीको तुलनालाई प्रतिध्वनित गरे।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_2941,"तर जब तपाईं कुनै पनि समयमा कुनै राष्ट्रलाई भित्र पसेर यसलाई कब्जा गरेको देख्नुहुन्छ र यसले अधिकार र नियन्त्रण लिन्छ, यो मेरो विचारमा आध्यात्मिक हो।",तर जब तपाईं कुनै पनि समयमा एउटा देशले अर्को देशको सरकार कब्जा गरेको देख्नुहुन्छ।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_6034,"हो, तिनीहरू एक वर्षको लागि लायक छैनन् वा केही मानिसहरू दुर्भाग्यवश यसलाई किन्न सक्दैनन्, तपाईंलाई थाहा छ वा जेसुकै होस्, मेरो मतलब पीस कोर्प्सले राम्रो भुक्तान गर्दैन।",पीस कोर्प्सले राम्रो भुक्तानी गर्दैन तर यो सन्तोषजनक काम हो।,1,1,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_1575,"खाली ठाउँ भर्नुहोस्, हो, त्यो ठीक हो, हो, हो, तपाईंले गर्नुपर्छ, यसलाई सन्तुलित गर्नुपर्छ।","कसैले खाली ठाउँ भर्नु ठीक छ, जबसम्म यो कुनै न कुनै तरिकाले सन्तुलित हुन्छ।",1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_8601,"छेउछाउका सडकहरूमा, जस्तै रु डे ला कुरोनमा, परम्परागत पुराना पसलहरू कला ग्यालरीहरू, कलाकारहरूको स्टुडियो र रेस्टुरेन्टहरूसँग एकान्तर रूपमा छन्।",रु डे ला कुरोनका धेरै पुराना पसलहरू कलाकारहरूले सञ्चालन गर्छन्।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_9643,ओह! टपेन्सले फेरि भनिन्।,टपेन्सले त्यसपछि 'ओह' भनिन्।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_6437,प्रस्तावनाले औंल्याउँछ कि सङ्कलनसँग सम्बन्धित प्रतिक्रियाहरूको संख्या र बोझका घण्टाहरू धेरै कम भएका छन् किनभने अन्तिम नियम अन्तर्गत बैंक होल्डिङ कम्पनीहरूलाई अब उपलब्ध सरलीकृत प्रक्रियाहरू छन्।,प्रतिक्रियाहरू एकै पटक धेरै मानिसहरूसम्म पुग्न सक्षम छन्।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_6827,हामी यो पनि देखाउँछौं कि राज्यव्यापी वेबसाइटहरूको अधिवक्ता घटकले कानूनी स्रोतहरू र विशेषज्ञता साझा गरेर प्रभावकारी प्रतिनिधित्वलाई कसरी बढावा दिन्छ - सामान्यतया कानूनी कार्य पर्यवेक्षकहरूको कार्य।,कानुनी कामका पर्यवेक्षकहरूलाई सामान्यतया कानूनी सल्लाह र स्रोतहरू साझा गर्ने काम तोकिएको हुन्छ।,1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5587,"अझ अस्पष्ट रूपमा, यसले सरकारी अधिकारीहरूलाई विशेष पहुँच निषेध गर्दछ।",यसले उनीहरूलाई सबै जानकारी हेर्न पहुँच दिन्छ।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_4163,"जे होस्, व्यवसायिक बचतको ठूलो भाग उत्पादन प्रक्रियामा जीर्ण वा प्रयोग भएका पूँजीगत वस्तुहरू प्रतिस्थापन गर्न प्रयोग गरिन्छ भन्ने कुरालाई ध्यानमा राख्दा, ह्रासपछिको व्यवसायिक बचत कुल राष्ट्रिय बचतको सानो अंश—लगभग ४७ प्रतिशत—मात्र हो।",व्यवसायिक बचत पूँजीगत वस्तुहरू प्रतिस्थापन बाहेक अन्य चीजहरूको लागि प्रयोग गरिन्छ।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_1386,"यी गुणहरूमा वित्तीय पुरस्कार प्रणालीमा अपेक्षाकृत कम लचिलोपन र धेरै सङ्घीय एजेन्सीहरूमा उच्च रूपमा वितरित संगठनात्मक संरचनाहरू समावेश छन्, तर यीमा मात्र सीमित छैनन्।","यी गुणहरूमा, तर यिनमा मात्र सीमित छैन, अपेक्षाकृत कम फ्राइड चिकन समावेश छ।",1,1,0,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_3281,पारोका फाइदाहरूको विश्लेषणका लागि विधिहरू अझै विकासको क्रममा छन् र क्लियर स्काईज एक्टका पारोसम्बन्धी फाइदाहरू अनुमान गर्ने कुनै माध्यम उपलब्ध गराउँदैनन्।,क्लियर स्काईज एक्टले वातावरणलाई मद्दत गर्दछ।,1,1,2,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_4871,"अहिले र मेरा दुई बच्चाहरू पनि छन्, त्यसैले यसले मलाई धेरै व्यस्त राख्छ तर जब मलाई मौका मिल्छ, मलाई यो गर्न साँच्चै रमाइलो लाग्छ।","जब म मेरा बच्चाहरूबाट टाढा समय बिताउँछु, उनीहरूले दुर्व्यवहार गर्ने गर्छन्।",1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_2001,"उनीहरूले मलाई विश्वास गर्दैनन्, तर उनीहरू हामीलाई चोट पुर्याउन चाहँदैनन्, उनले भनिन्।",उनलाई थाहा थियो कि उनीहरूले उनीहरूलाई चोट पुर्याउने छैनन्।,1,1,0,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_6212,"विदेशी मदिरा पिउनेहरू, यस परम्परामा हुर्किएका नभएका, सामान्यतया यसलाई ठूलो मात्रामा पानी मिसाएर पातलो गर्न रुचाउँछन्।",विदेशी मानिसहरूलाई परम्पराहरू थाहा छैन।,1,1,0,0,chipsalbert,mnli,False,False,True,,,
MNLI-Nepali_test_4330,"ठूला पखेटाहरूको पागल प्रयासले, यसले घुमिरहेको टुक्रालाई चुक्यो।","तिनीहरूले प्रयास गरे तापनि, यसले कुनै न कुनै रूपमा घुमिरहेको टुक्रालाई चुक्यो।",1,1,0,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_8270,पिस्तोल उनको निधारबाट कहिल्यै हटेन।,पिस्तोल टाढैबाट उनको निधारमा ताकिएको थियो।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
MNLI-Nepali_test_5593,उनको आवाज आदेशमा परिणत भयो जुन अरूको रोदनमाथि गुन्जियो।,उनले ठूलो आदेश दिएपछि सबैजना चुप लागे।,1,1,2,0,chipsalbert,mnli,False,False,False,,,
